dependent_feature,independent_feature,beta,t_statistic,p,n,CHEMICAL_ID,SUB_PATHWAY,SUPER_PATHWAY,BIOCHEMICAL_NAME,CAS,KEGG,HMDB,PUBCHEM,q
metabolite_158,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0008047116752592317,-0.44243309729741814,0.6582198452988712,2189.0,158,"Pyrimidine Metabolism, Thymine containing",Nucleotide,"5,6-dihydrothymine",696-04-8,C00906,HMDB00079,93556.0,0.8012327207880447
metabolite_171,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.004697717892098224,-1.2743570506549662,0.2026724823426825,2199.0,171,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Nucleotide,hypoxanthine,68-94-0,C00262,HMDB00157,790.0,0.3733659049714581
metabolite_179,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.006359048447624264,-1.6170072771250812,0.10604501278013342,1889.0,179,"Fatty Acid, Dihydroxy",Lipid,"9,10-DiHOME",263399-34-4,C14828,HMDB04704,9966640.0,0.24120277444446514
metabolite_180,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.00017283869459496176,0.053769862325029116,0.9571233965009281,2218.0,180,Polyunsaturated Fatty Acid (n3 and n6),Lipid,linoleate (18:2n6),60-33-3,C01595,HMDB00673,5280450.0,0.9700720783025191
metabolite_181,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,9.197603936413198e-05,0.0231540981124304,0.9815294606383802,2207.0,181,Medium Chain Fatty Acid,Lipid,laurate (12:0),143-07-7,C02679,HMDB00638,3893.0,0.9903422953018
metabolite_182,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0005716209056199845,0.1782786381152478,0.8585215740557899,2088.0,182,Nicotinate and Nicotinamide Metabolism,Cofactors and Vitamins,quinolinate,89-00-9,C03722,HMDB00232,1066.0,0.9232187740145396
metabolite_189,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.006969107199123198,2.400963648270546,0.016435072985575765,2200.0,189,Lysine Metabolism,Amino Acid,"N6,N6,N6-trimethyllysine",23284-33-5,C03793,HMDB01325,440120.0,0.06891998850766069
metabolite_192,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.004133156899273258,-2.1031405350329315,0.035567463758338046,2202.0,192,Polyamine Metabolism,Amino Acid,N-acetylputrescine,18233-70-0,C02714,HMDB02064,122356.0,0.11533281857676735
metabolite_194,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0017632206753367236,-1.2896390809791318,0.19731118760053148,2221.0,194,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,N-formylmethionine,4289-98-9,C03145,HMDB01015,439750.0,0.36801402002671746
metabolite_197,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.011323062765751972,-4.711549852108884,2.624984528412531e-06,2046.0,197,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,S-adenosylhomocysteine (SAH),979-92-0,C00021,HMDB00939,439155.0,8.42807532515309e-05
metabolite_209,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.015031114520026222,-2.989177720907166,0.002828538727895134,2197.0,209,"Purine Metabolism, Adenine containing",Nucleotide,adenosine 5'-monophosphate (AMP),149022-20-8,C00020,HMDB00045,6083.0,0.018293930333652703
metabolite_212,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0008650324119963275,0.3456908907498647,0.7296090727534656,2151.0,212,Polyamine Metabolism,Amino Acid,5-methylthioadenosine (MTA),2457-80-9,C00170,HMDB01173,439176.0,0.8409212261607252
metabolite_229,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-1.2222001922065634e-06,-0.00040671358319790637,0.9996755265627079,2205.0,229,Polyunsaturated Fatty Acid (n3 and n6),Lipid,arachidonate (20:4n6),506-32-1,C00219,HMDB01043,444899.0,0.9996755265627079
metabolite_231,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.001233713211507488,0.7797909303618573,0.4355978258683523,2215.0,231,Urea cycle; Arginine and Proline Metabolism,Amino Acid,arginine,1119-34-2,C00062,HMDB00517,232.0,0.6330161739519283
metabolite_234,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.010786384761438601,-4.237167385823248,2.3566755386700044e-05,2221.0,234,Alanine and Aspartate Metabolism,Amino Acid,aspartate,56-84-8,C00049,HMDB00191,5960.0,0.0004237302618528668
metabolite_240,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0010667823978223738,-0.5125082200339243,0.6083471475068837,2201.0,240,Phenylalanine and Tyrosine Metabolism,Amino Acid,3-(4-hydroxyphenyl)lactate,6482-98-0,C03672,HMDB00755,9378.0,0.7724633977523848
metabolite_241,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.00297556483077788,-1.2414603405047355,0.2145693606627112,2194.0,241,Phenylalanine and Tyrosine Metabolism,Amino Acid,phenylpyruvate,156-06-9,C00166,HMDB00205,997.0,0.3873450908348943
metabolite_244,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.001091169718152951,0.5515730290766081,0.5812970383634006,2211.0,244,"Pyrimidine Metabolism, Uracil containing",Nucleotide,beta-alanine,56-41-7;107-95-9,C00099,HMDB00056,239.0,0.7542567458781043
metabolite_250,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.004726620020755359,-1.493722987476663,0.13539189621293385,2208.0,250,Hemoglobin and Porphyrin Metabolism,Cofactors and Vitamins,biliverdin,55482-27-4;55482-27-4,C00500,HMDB01008,5353439.0,0.286633775795841
metabolite_252,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0006336073317314498,-0.12355900633849926,0.9016758109983118,2201.0,252,TCA Cycle,Energy,succinate,110-15-6,C00042,HMDB00254,1110.0,0.9484165474349885
metabolite_254,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.00450440312363727,0.6584135934292288,0.5103411102301599,2221.0,254,Ketone Bodies,Lipid,3-hydroxybutyrate (BHBA),625-72-9,C01089,HMDB00357,441.0,0.6951464516619906
metabolite_266,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0017146913598484004,-0.8855792341415458,0.3759412204938388,2212.0,266,Sterol,Lipid,cholesterol,57-88-5,C00187,HMDB00067,11025495.0,0.5724896995578101
metabolite_267,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.004778599172957228,-2.0268856167615192,0.0427945504133856,2214.0,267,Phospholipid Metabolism,Lipid,choline phosphate,72556-74-2,C00588,HMDB01565,1014.0,0.12824100273877884
metabolite_273,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0018862082536957984,-0.960575682703375,0.33687107036860786,2216.0,273,Steroid,Lipid,cortisone,53-06-5,C00762,HMDB02802,222786.0,0.52669059523718
metabolite_275,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0007533411325091849,0.9700834989299852,0.33211175336870746,2210.0,275,Creatine Metabolism,Amino Acid,creatinine,60-27-5,C00791,HMDB00562,588.0,0.5201541224363554
metabolite_278,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.003330601058537217,-0.8684673151845604,0.3852392332388497,2085.0,278,Glutathione Metabolism,Amino Acid,cysteinylglycine,19246-18-5,C01419,HMDB00078,439498.0,0.5820554944848821
metabolite_279,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.002827335373705358,-0.7655952126591691,0.44400087904304963,2174.0,279,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,cystine,56-89-3,C00491,HMDB00192,67678.0,0.6366137005736867
metabolite_297,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0227261901928137,-4.69725092867299,2.8003659772094264e-06,2204.0,297,Sphingolipid Metabolism,Lipid,sphingosine,123-78-4,C00319,HMDB00252,5353955.0,8.681134529349222e-05
metabolite_302,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.015475013761169753,-2.397823370729069,0.016582726324303146,2043.0,302,Secondary Bile Acid Metabolism,Lipid,deoxycholate,83-44-3,C04483,HMDB00626,222528.0,0.06891998850766069
metabolite_313,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.019792468962264876,-4.414681573981502,1.0616808276571566e-05,2165.0,313,Sphingolipid Metabolism,Lipid,sphinganine,3102-56-5,C00836,HMDB00269,3126.0,0.00023202792137568372
metabolite_330,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0029255498992922483,-1.4298850972294486,0.15289382294538145,2187.0,330,TCA Cycle,Energy,fumarate,100-17-8,C00122,HMDB00134,444972.0,0.3067419546305375
metabolite_331,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.002599644785675928,0.6760283990954286,0.49909791595768915,2091.0,331,Gamma-glutamyl Amino Acid,Peptide,gamma-glutamylglutamate,1116-22-9,C05282,HMDB11737,92865.0,0.6839771744603087
metabolite_338,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.004061531641163187,-1.665279458050084,0.0959999152652683,2207.0,338,Food Component/Plant,Xenobiotics,gluconate,527-07-1,C00257,HMDB00625,10690.0,0.2271155890091479
metabolite_339,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.03801248658183083,-7.87414379042818,5.575106775642647e-15,2017.0,339,Lysine Metabolism,Amino Acid,glutarate (C5-DC),110-94-1,C00489,HMDB00661,743.0,1.2530052478256849e-12
metabolite_340,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0021069367778673055,-1.164693101579348,0.24427009546031342,2205.0,340,"Glycine, Serine and Threonine Metabolism",Amino Acid,glycine,56-40-6,C00037,HMDB00123,750.0,0.42723505023117075
metabolite_342,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.025055251270317415,-3.194863456361738,0.0014187542514280667,2217.0,342,Primary Bile Acid Metabolism,Lipid,glycocholate,475-31-0;863-57-0,C01921,HMDB00138,10140.0,0.011020483398148668
metabolite_344,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.003169282093090502,1.065123638234054,0.28693793810846946,2195.0,344,Creatine Metabolism,Amino Acid,guanidinoacetate,352-97-6,C00581,HMDB00128,763.0,0.4798433144083979
metabolite_355,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0027252280464323247,-1.7089579506417838,0.08760029349085773,2207.0,355,Histidine Metabolism,Amino Acid,histidine,5934-29-2,C00135,HMDB00177,6274.0,0.2146119691405871
metabolite_356,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,5.700223535243621e-05,0.018892690192888424,0.9849284279687573,2210.0,356,Steroid,Lipid,cortisol,50-23-7,C00735,HMDB00063,5754.0,0.9904369762236162
metabolite_361,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.005436712947305792,-1.2093189360992316,0.22668581727472872,1980.0,361,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",Nucleotide,inosine,58-63-9,C00294,HMDB00195,6021.0,0.4027481219960101
metabolite_363,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.003949713564228157,1.4791452758224217,0.13924616932512934,2192.0,363,Inositol Metabolism,Lipid,myo-inositol,87-89-8,C00137,HMDB00211,892.0,0.2903096034458295
metabolite_376,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.001903944895812979,-1.7008923799139282,0.0891045168351388,2215.0,376,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,isoleucine,73-32-5,C00407,HMDB00172,6306.0,0.21649989360753993
metabolite_391,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0035993051484081943,2.2377335831651015,0.025338348510781074,2211.0,391,Urea cycle; Arginine and Proline Metabolism,Amino Acid,citrulline,372-75-8,C00327,HMDB00904,9750.0,0.09259827362273246
metabolite_397,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0006947648093942538,-0.6346525097445855,0.5257210943574211,2214.0,397,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,leucine,61-90-5,C00123,HMDB00687,6106.0,0.7096445402812637
metabolite_407,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.001529832638029522,-1.3751607539370243,0.16922194823408862,2210.0,407,Lysine Metabolism,Amino Acid,lysine,56-87-1,C00047,HMDB00182,5962.0,0.3257613093414254
metabolite_409,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.008361109558845824,-4.7446874931243626,2.2218811827934776e-06,2222.0,409,TCA Cycle,Energy,malate,6915-15-7,C00149,HMDB00156,525.0,7.398041419745691e-05
metabolite_415,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0009797207016766256,-0.9006862677466493,0.3678545027950373,2198.0,415,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,methionine,63-68-3,C00073,HMDB00696,6137.0,0.5662691746793468
metabolite_424,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0006491046137714948,-0.24812138906555065,0.8040635804459347,2221.0,424,Long Chain Fatty Acid,Lipid,palmitate (16:0),57-10-3,C00249,HMDB00220,985.0,0.8973507311704165
metabolite_432,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.005048226266818999,-1.3967587642422794,0.16262687874623194,2217.0,432,Nicotinate and Nicotinamide Metabolism,Cofactors and Vitamins,nicotinamide,98-92-0,C00153,HMDB01406,936.0,0.31921738863070415
metabolite_439,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0007953513737990258,0.3732843196780941,0.7089725819330776,2229.0,439,Long Chain Fatty Acid,Lipid,stearate (18:0),57-11-4,C01530,HMDB00827,5281.0,0.8314233880171982
metabolite_444,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0020845195681338806,-1.2209955677755366,0.22222065052512355,2180.0,444,Urea cycle; Arginine and Proline Metabolism,Amino Acid,ornithine,3184-13-2,C00077,HMDB03374,6262.0,0.3985445605669745
metabolite_445,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.00804746487882677,-3.5625927461089746,0.00037505162680555125,2206.0,445,"Pyrimidine Metabolism, Orotate containing",Nucleotide,orotate,50887-69-9,C00295,HMDB00226,967.0,0.0038755334769906965
metabolite_452,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.002157477664715995,0.4504211217261801,0.6524517727476711,2187.0,452,Long Chain Fatty Acid,Lipid,palmitoleate (16:1n7),373-49-9,C08362,HMDB03229,445638.0,0.8012327207880447
metabolite_460,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0011266135115814487,-1.3729237062852993,0.16991516524434788,2228.0,460,Phenylalanine and Tyrosine Metabolism,Amino Acid,phenylalanine,63-91-2,C00079,HMDB00159,6140.0,0.32639686656980504
metabolite_461,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.003505978722604983,-1.9065181505489455,0.05671546642399837,2177.0,461,Oxidative Phosphorylation,Energy,phosphate,7664-38-2,C00009,HMDB01429,1061.0,0.1568837055851524
metabolite_480,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0023908403925121833,-1.5329719271099167,0.12542773998454343,2197.0,480,Urea cycle; Arginine and Proline Metabolism,Amino Acid,proline,147-85-3,C00148,HMDB00162,145742.0,0.2710565823223667
metabolite_482,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.010155377675145735,-4.136646105863658,3.658770335018813e-05,2181.0,482,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",Carbohydrate,lactate,79-33-4,C00186,HMDB00190,612.0,0.0006091175057744284
metabolite_491,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0015811212040613056,0.2980786150987756,0.7656744689402305,1993.0,491,Vitamin B6 Metabolism,Cofactors and Vitamins,pyridoxal,65-22-5,C00250,HMDB01545,1050.0,0.8680218758855829
metabolite_498,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.00027700746512103957,0.14593717926154204,0.8839844241224418,2203.0,498,Vitamin A Metabolism,Cofactors and Vitamins,retinol (Vitamin A),68-26-8,C00473,HMDB00305,445354.0,0.9393439690798362
metabolite_501,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.002574929689280013,0.2732043850634889,0.7847226202649156,2143.0,501,Drug,Xenobiotics,salicylate,69-72-7,C00805,HMDB01895,338.0,0.8818320445226989
metabolite_503,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,9.747611251610262e-05,0.07392788954708444,0.941074500027242,2210.0,503,"Glycine, Serine and Threonine Metabolism",Amino Acid,serine,56-45-1,C00065,HMDB00187,5951.0,0.964150004468205
metabolite_504,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.01197763942588913,-1.3784250312754291,0.16822112660836255,2084.0,504,Tryptophan Metabolism,Amino Acid,serotonin,153-98-0,C00780,HMDB00259,5202.0,0.3257613093414254
metabolite_512,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0006488735751928753,-0.3346499578835206,0.7379210701128387,2214.0,512,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,taurine,107-35-7,C00245,HMDB00251,1123.0,0.8472427101295555
metabolite_519,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0007344585262691192,0.20693128355851328,0.8360826745267724,2215.0,519,Long Chain Fatty Acid,Lipid,myristate (14:0),544-63-8,C06424,HMDB00806,11005.0,0.9139034270538661
metabolite_533,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.004696467825446698,2.236113567801091,0.025444920673305272,2200.0,533,Urea cycle; Arginine and Proline Metabolism,Amino Acid,urea,57-13-6,C00086,HMDB00294,1176.0,0.09261126998097749
metabolite_535,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.001353251001894476,-0.8379974393756674,0.40212333819465196,2211.0,535,"Pyrimidine Metabolism, Uracil containing",Nucleotide,uridine,58-96-8,C00299,HMDB00296,6029.0,0.5965493086419011
metabolite_537,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.00283070020817251,0.7211357969873573,0.47090297767271705,2204.0,537,Histidine Metabolism,Amino Acid,trans-urocanate,104-98-3,C00785,HMDB00301,736715.0,0.6635451049024649
metabolite_561,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.008043282719019816,-2.749965215815166,0.006009052563983561,2209.0,561,Glutamate Metabolism,Amino Acid,glutamate,56-86-0,C00025,HMDB00148,611.0,0.03314195248479277
metabolite_563,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0011331757363970789,1.277203200262671,0.20166646529636126,2196.0,563,Glutamate Metabolism,Amino Acid,glutamine,56-85-9,C00064,HMDB00641,5961.0,0.3730414656408
metabolite_564,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0006070616489269405,0.3558307951156869,0.7220016667505704,2198.0,564,"Glycine, Serine and Threonine Metabolism",Amino Acid,threonine,72-19-5,C00188,HMDB00167,6288.0,0.8396888724563556
metabolite_565,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0005017799866920109,0.45591257238320126,0.6484982171643052,2197.0,565,Tryptophan Metabolism,Amino Acid,tryptophan,73-22-3,C00078,HMDB00929,6305.0,0.8012327207880447
metabolite_566,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0006845823903874667,0.38936996518030115,0.6970406405934767,2188.0,566,"Leucine, Isoleucine and Valine Metabolism",Amino Acid,valine,72-18-4,C00183,HMDB00883,6287.0,0.823442228506617
metabolite_572,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.001158796930529618,-0.8388034435536862,0.4016707885275893,2214.0,572,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",Carbohydrate,glucose,50-99-7,C00031,HMDB00122,5793.0,0.5965493086419011
metabolite_796,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.001945351477136103,-0.5459997947376042,0.5851217419396857,2203.0,796,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,alpha-ketobutyrate,600-18-0,C00109,HMDB00005,58.0,0.7547926438213488
metabolite_798,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.0021566245179468865,-0.6985891077959836,0.48489934853926886,1810.0,798,"Purine Metabolism, Adenine containing",Nucleotide,adenosine,58-61-7,C00212,HMDB00050,60961.0,0.6736094379367457
metabolite_799,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.004284398439897573,2.8452450687605353,0.004478924253053313,2208.0,799,"Glycine, Serine and Threonine Metabolism",Amino Acid,betaine,107-43-7,C00719,HMDB00043,247.0,0.02702384498989885
metabolite_800,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0015313566303509823,0.7677136768480507,0.44274011054693285,2204.0,800,"Methionine, Cysteine, SAM and Taurine Metabolism",Amino Acid,cysteine,52-90-4;56-89-3,C00097,HMDB00574,5862.0,0.6358200629100521
metabolite_803,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.0028825556516901127,1.6389891708856321,0.10135915051843802,2205.0,803,"Fructose, Mannose and Galactose Metabolism",Carbohydrate,mannose,3458-28-4,C00159,HMDB00169,18950.0,0.23606703708827922
metabolite_806,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.004818004818720511,2.362038846600682,0.018261818722871477,2204.0,806,"Glycine, Serine and Threonine Metabolism",Amino Acid,dimethylglycine,1118-68-9,C01026,HMDB00092,673.0,0.07362051583794375
metabolite_811,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,-0.004372397535515738,-3.1491652279686058,0.0016594404291597363,2206.0,811,Alanine and Aspartate Metabolism,Amino Acid,alanine,56-41-7,C00041,HMDB00161,5950.0,0.012431974548455025
metabolite_815,bacteria_actinobacteria_coriobacteriia_coriobacteriales_coriobacteriaceae_adlercreutzia,0.00014728136182722752,0.09489332714506628,0.9244082659004338,2198.0,815,Phenylalanine and Tyrosine Metabolism,Amino Acid,tyrosine,60-18-4,C00082,HMDB00158,6057.0,0.9552218747637815
